player,team,x,y,shot_statsbomb_xg,shot_outcome,shot_type,shot_body_part,shot_technique,shot_first_time,shot_one_on_one,shot_open_goal,under_pressure,minute,period,match_id,dist_to_goal,shot_angle,shot_zone,is_goal,is_on_target,shot_outcome_clean
Ivan Perišić,Croatia,107.2,34.1,0.07439702,Blocked,Open Play,Right Foot,Half Volley,True,,,,100,3,3869219,14.09,24.75,Penalty Area,0,0,Blocked
Borna Barišić,Croatia,95.1,31.3,0.015196718,Blocked,Open Play,Left Foot,Volley,True,,,,100,3,3869219,26.38,19.26,Edge of Box,0,0,Blocked
Kaoru Mitoma,Japan,99.8,34.6,0.054134306,Saved,Open Play,Right Foot,Normal,,,,,104,3,3869219,20.91,14.97,Edge of Box,0,1,Saved
Wataru Endo,Japan,95.7,37.1,0.02615668,Blocked,Open Play,Right Foot,Volley,True,,,,104,3,3869219,24.47,6.81,Edge of Box,0,0,Blocked
Takumi Minamino,Japan,102.6,40.3,0.03667642,Blocked,Open Play,Right Foot,Volley,True,,,,104,3,3869219,17.4,0.99,Penalty Area,0,0,Blocked
Marko Livaja,Croatia,112.8,47.7,0.047236525,Saved,Open Play,Head,Normal,,,,True,113,4,3869219,10.54,46.92,Central (12m),0,1,Saved
Mislav Oršić,Croatia,106.8,19.7,0.009676031,Blocked,Open Play,Right Foot,Normal,,,,,120,4,3869219,24.21,56.97,Edge of Box,0,0,Blocked
Lovro Majer,Croatia,99.8,33.0,0.06501122,Off T,Open Play,Right Foot,Normal,True,,,,120,4,3869219,21.38,19.11,Edge of Box,0,0,Off Target
Takumi Minamino,Japan,108.1,40.1,0.7835,Saved,Penalty,Right Foot,Normal,,,,,120,5,3869219,11.9,0.48,Central (12m),0,1,Saved
Nikola Vlašić,Croatia,108.1,40.1,0.7835,Goal,Penalty,Right Foot,Normal,,,,,120,5,3869219,11.9,0.48,Central (12m),1,1,Goal
Kaoru Mitoma,Japan,108.1,40.1,0.7835,Saved,Penalty,Right Foot,Normal,,,,,121,5,3869219,11.9,0.48,Central (12m),0,1,Saved
Marcelo Brozović,Croatia,108.1,40.1,0.7835,Goal,Penalty,Right Foot,Normal,,,,,121,5,3869219,11.9,0.48,Central (12m),1,1,Goal
Takuma Asano,Japan,108.1,40.1,0.7835,Goal,Penalty,Right Foot,Normal,,,,,122,5,3869219,11.9,0.48,Central (12m),1,1,Goal
Marko Livaja,Croatia,108.1,40.1,0.7835,Post,Penalty,Right Foot,Normal,,True,,,123,5,3869219,11.9,0.48,Central (12m),0,0,Post
Maya Yoshida,Japan,108.1,40.1,0.7835,Saved,Penalty,Right Foot,Normal,,,,,123,5,3869219,11.9,0.48,Central (12m),0,1,Saved
Mario Pašalić,Croatia,108.1,40.1,0.7835,Goal,Penalty,Right Foot,Normal,,,,,124,5,3869219,11.9,0.48,Central (12m),1,1,Goal
Neymar da Silva Santos Junior,Brazil,111.3,44.4,0.083826184,Wayward,Open Play,Right Foot,Normal,True,,,,6,1,3869253,9.75,26.83,Central (12m),0,0,Off Target
Vinícius José Paixão de Oliveira Júnior,Brazil,110.0,29.9,0.13057186,Goal,Open Play,Right Foot,Normal,,,,,6,1,3869253,14.21,45.29,Penalty Area,1,1,Goal
Neymar da Silva Santos Junior,Brazil,108.0,40.0,0.7835,Goal,Penalty,Right Foot,Normal,,,,,12,1,3869253,12.0,0.0,Penalty Area,1,1,Goal
Hee-Chan Hwang,South Korea,90.4,28.0,0.016991004,Saved,Open Play,Right Foot,Normal,,,,,16,1,3869253,31.94,22.07,Long Range,0,1,Saved
In-Beom Hwang,South Korea,91.7,46.4,0.026666574,Off T,Open Play,Left Foot,Normal,,,,,16,1,3869253,29.01,12.74,Edge of Box,0,0,Off Target
Hee-Chan Hwang,South Korea,82.7,33.0,0.0058221314,Saved,Open Play,Right Foot,Normal,,,,,24,1,3869253,37.95,10.63,Long Range,0,1,Saved
Richarlison de Andrade,Brazil,110.7,43.3,0.5379008,Goal,Open Play,Left Foot,Normal,,True,,,28,1,3869253,9.87,19.54,Central (12m),1,1,Goal
Raphael Dias Belloli,Brazil,94.7,30.7,0.02589997,Off T,Open Play,Left Foot,Normal,,,,,30,1,3869253,26.96,20.18,Edge of Box,0,0,Off Target
Hee-Chan Hwang,South Korea,119.3,30.8,0.017834108,Saved,Open Play,Right Foot,Normal,,True,,,31,1,3869253,9.23,85.65,Central (12m),0,1,Saved
Carlos Henrique Casimiro,Brazil,93.6,43.2,0.029429397,Off T,Open Play,Right Foot,Normal,True,,,,33,1,3869253,26.59,6.91,Edge of Box,0,0,Off Target
Lucas Tolentino Coelho de Lima,Brazil,110.0,44.8,0.08633457,Goal,Open Play,Right Foot,Volley,True,,,True,35,1,3869253,11.09,25.64,Central (12m),1,1,Goal
Lucas Tolentino Coelho de Lima,Brazil,112.0,49.2,0.2577265,Saved,Open Play,Left Foot,Normal,True,,,,45,1,3869253,12.19,48.99,Penalty Area,0,1,Saved
Richarlison de Andrade,Brazil,110.3,51.6,0.2681848,Saved,Open Play,Right Foot,Normal,,,,,48,1,3869253,15.12,50.1,Penalty Area,0,1,Saved
Neymar da Silva Santos Junior,Brazil,111.4,42.3,0.26870713,Off T,Open Play,Other,Normal,,,,True,48,1,3869253,8.9,14.97,Central (12m),0,0,Off Target
Raphael Dias Belloli,Brazil,104.3,51.7,0.04634087,Saved,Open Play,Left Foot,Normal,,,,,45,2,3869253,19.58,36.69,Penalty Area,0,1,Saved
Heung-Min Son,South Korea,105.3,27.9,0.1490943,Saved,Open Play,Right Foot,Normal,,,,,46,2,3869253,19.04,39.46,Penalty Area,0,1,Saved
Raphael Dias Belloli,Brazil,110.4,50.6,0.080992505,Saved,Open Play,Left Foot,Normal,,,,,53,2,3869253,14.3,47.83,Penalty Area,0,1,Saved
Vinícius José Paixão de Oliveira Júnior,Brazil,110.4,26.8,0.05640157,Off T,Open Play,Right Foot,Normal,,,,True,53,2,3869253,16.32,53.97,Penalty Area,0,0,Off Target
Raphael Dias Belloli,Brazil,91.0,34.0,0.04321825,Blocked,Free Kick,Left Foot,Normal,,,,,57,2,3869253,29.61,11.69,Edge of Box,0,0,Blocked
Raphael Dias Belloli,Brazil,114.6,51.1,0.16284284,Saved,Open Play,Right Foot,Normal,,True,,,61,2,3869253,12.34,64.06,Penalty Area,0,1,Saved
Hee-Chan Hwang,South Korea,106.8,51.7,0.04724954,Saved,Open Play,Right Foot,Half Volley,True,,,,67,2,3869253,17.64,41.55,Penalty Area,0,1,Saved
Seung-Ho Paik,South Korea,93.7,39.8,0.023081098,Goal,Open Play,Left Foot,Half Volley,,,,,75,2,3869253,26.3,0.44,Edge of Box,1,1,Goal
Daniel Alves da Silva,Brazil,111.1,53.1,0.027839905,Blocked,Open Play,Right Foot,Overhead Kick,True,,,,88,2,3869253,15.84,55.81,Penalty Area,0,0,Blocked
Gleison Bremer Silva Nascimento,Brazil,116.1,41.0,0.34439024,Saved,Open Play,Head,Normal,,,,,89,2,3869253,4.03,14.38,Six Yard Box,0,1,Saved
Hee-Chan Hwang,South Korea,112.9,53.6,0.058088522,Off T,Open Play,Right Foot,Half Volley,,True,,,89,2,3869253,15.34,62.43,Penalty Area,0,0,Off Target
Daniel Alves da Silva,Brazil,88.4,46.1,0.027316706,Off T,Open Play,Right Foot,Normal,,,,,92,2,3869253,32.18,10.93,Long Range,0,0,Off Target
Raphaël Varane,France,114.3,40.0,0.1462742,Off T,Open Play,Head,Normal,,,,True,3,1,3869152,5.7,0.0,Six Yard Box,0,0,Off Target
Ousmane Dembélé,France,116.0,51.8,0.040392082,Blocked,Open Play,Right Foot,Normal,,,,,10,1,3869152,12.46,71.27,Penalty Area,0,0,Blocked
Aurélien Djani Tchouaméni,France,87.8,30.9,0.017185243,Saved,Open Play,Right Foot,Normal,,,,,12,1,3869152,33.46,15.78,Long Range,0,1,Saved
Ousmane Dembélé,France,99.2,46.7,0.07651916,Saved,Open Play,Left Foot,Normal,,,,,16,1,3869152,21.85,17.85,Edge of Box,0,1,Saved
Robert Lewandowski,Poland,92.5,43.3,0.03323787,Off T,Open Play,Left Foot,Normal,,,,,20,1,3869152,27.7,6.84,Edge of Box,0,0,Off Target
Jules Koundé,France,94.5,56.1,0.01624438,Saved,Open Play,Right Foot,Normal,,,,,21,1,3869152,30.16,32.27,Long Range,0,1,Saved
Przemysław Frankowski,Poland,109.5,24.7,0.043646414,Blocked,Open Play,Right Foot,Normal,True,,,,24,1,3869152,18.56,55.54,Penalty Area,0,0,Blocked
Robert Lewandowski,Poland,94.8,26.6,0.042642463,Blocked,Free Kick,Right Foot,Normal,,,,,32,1,3869152,28.54,28.0,Edge of Box,0,0,Blocked
Matty Cash,Poland,99.1,56.2,0.023505978,Wayward,Open Play,Right Foot,Normal,True,,,,33,1,3869152,26.44,37.78,Edge of Box,0,0,Off Target
Kylian Mbappé Lottin,France,111.5,24.9,0.047962468,Saved,Open Play,Left Foot,Normal,,,,,34,1,3869152,17.33,60.62,Penalty Area,0,1,Saved
Olivier Giroud,France,105.2,44.5,0.046657436,Wayward,Open Play,Left Foot,Half Volley,True,,,,35,1,3869152,15.47,16.91,Penalty Area,0,0,Off Target
Piotr Zieliński,Poland,106.6,41.6,0.13905574,Saved,Open Play,Right Foot,Normal,True,,,,37,1,3869152,13.5,6.81,Penalty Area,0,1,Saved
Piotr Zieliński,Poland,111.4,43.9,0.2098723,Blocked,Open Play,Left Foot,Half Volley,True,,,,37,1,3869152,9.44,24.39,Central (12m),0,0,Blocked
Jakub Kamiński,Poland,114.1,50.5,0.07224382,Blocked,Open Play,Right Foot,Half Volley,True,,,,37,1,3869152,12.04,60.67,Penalty Area,0,0,Blocked
Olivier Giroud,France,105.6,32.3,0.28635955,Goal,Open Play,Left Foot,Normal,,,,,43,1,3869152,16.33,28.13,Penalty Area,1,1,Goal
Jakub Kamiński,Poland,108.8,51.7,0.03898995,Blocked,Open Play,Right Foot,Half Volley,,,,,45,1,3869152,16.2,46.25,Penalty Area,0,0,Blocked
Antoine Griezmann,France,106.9,63.2,0.008752431,Saved,Free Kick,Left Foot,Normal,,,,,47,2,3869152,26.64,60.55,Edge of Box,0,1,Saved
Theo Bernard François Hernández,France,98.0,38.5,0.032634486,Off T,Open Play,Right Foot,Volley,True,,,,47,2,3869152,22.05,3.9,Edge of Box,0,0,Off Target
Kylian Mbappé Lottin,France,102.0,26.7,0.02943752,Blocked,Open Play,Right Foot,Normal,,,,,55,2,3869152,22.38,36.46,Edge of Box,0,0,Blocked
Kylian Mbappé Lottin,France,110.2,26.3,0.054253228,Wayward,Open Play,Right Foot,Normal,True,,,,62,2,3869152,16.84,54.42,Penalty Area,0,0,Off Target
Olivier Giroud,France,115.8,46.8,0.12365263,Off T,Open Play,Left Foot,Volley,True,,,True,65,2,3869152,7.99,58.3,Central (12m),0,0,Off Target
Kamil Glik,Poland,114.0,32.0,0.041239407,Off T,Open Play,Head,Normal,,,,True,70,2,3869152,10.0,53.13,Central (12m),0,0,Off Target
Kylian Mbappé Lottin,France,104.8,28.6,0.08738103,Goal,Open Play,Right Foot,Normal,,,,,73,2,3869152,19.0,36.87,Penalty Area,1,1,Goal
Theo Bernard François Hernández,France,105.0,33.4,0.069959894,Off T,Open Play,Right Foot,Normal,,,,,80,2,3869152,16.39,23.75,Penalty Area,0,0,Off Target
Kylian Mbappé Lottin,France,106.2,25.2,0.042708755,Goal,Open Play,Right Foot,Normal,,,,,90,2,3869152,20.24,47.0,Edge of Box,1,1,Goal
Robert Lewandowski,Poland,105.6,48.7,0.061160102,Wayward,Open Play,Right Foot,Half Volley,True,,,True,91,2,3869152,16.82,31.14,Penalty Area,0,0,Off Target
Robert Lewandowski,Poland,113.0,40.0,0.10443308,Blocked,Open Play,Head,Normal,,,,True,93,2,3869152,7.0,0.0,Central (12m),0,0,Blocked
Robert Lewandowski,Poland,108.0,40.0,0.7835,Goal,Penalty,Right Foot,Normal,,,,,98,2,3869152,12.0,0.0,Penalty Area,1,1,Goal
Christian Pulisic,United States,107.1,34.9,0.3196895,Saved,Open Play,Left Foot,Half Volley,True,,,,2,1,3869117,13.87,21.57,Penalty Area,0,1,Saved
Memphis Depay,Netherlands,104.9,43.7,0.16183718,Goal,Open Play,Right Foot,Normal,True,,,,9,1,3869117,15.55,13.77,Penalty Area,1,1,Goal
Daley Blind,Netherlands,103.6,30.6,0.07337185,Off T,Open Play,Left Foot,Normal,True,,,,17,1,3869117,18.9,29.82,Penalty Area,0,0,Off Target
Memphis Depay,Netherlands,106.1,62.1,0.008920797,Off T,Open Play,Right Foot,Half Volley,True,,,,20,1,3869117,26.11,57.83,Edge of Box,0,0,Off Target
Timothy Weah,United States,97.5,53.3,0.028368456,Saved,Open Play,Right Foot,Half Volley,,,,,42,1,3869117,26.14,30.59,Edge of Box,0,1,Saved
Sergino Dest,United States,105.2,46.2,0.07418261,Blocked,Open Play,Right Foot,Normal,,,,,43,1,3869117,16.05,22.73,Penalty Area,0,0,Blocked
Daley Blind,Netherlands,107.6,38.5,0.2502288,Goal,Open Play,Right Foot,Normal,True,,,,45,1,3869117,12.49,6.9,Penalty Area,1,1,Goal
Weston McKennie,United States,109.1,36.5,0.03899759,Wayward,Open Play,Head,Normal,,,,True,48,2,3869117,11.45,17.8,Central (12m),0,0,Off Target
Tim Ream,United States,116.5,37.1,0.2582279,Saved,Open Play,Left Foot,Half Volley,,,,,48,2,3869117,4.55,39.64,Six Yard Box,0,1,Saved
Weston McKennie,United States,108.4,37.0,0.06857926,Wayward,Open Play,Head,Normal,,,,True,48,2,3869117,11.98,14.5,Central (12m),0,0,Off Target
Sergino Dest,United States,100.9,57.3,0.01609117,Wayward,Open Play,Left Foot,Normal,,,,,50,2,3869117,25.77,42.17,Edge of Box,0,0,Off Target
Christian Pulisic,United States,98.4,27.3,0.040512722,Saved,Open Play,Right Foot,Normal,,,,,52,2,3869117,25.06,30.45,Edge of Box,0,1,Saved
Weston McKennie,United States,102.1,35.0,0.053084504,Off T,Open Play,Left Foot,Half Volley,,,,,53,2,3869117,18.59,15.61,Penalty Area,0,0,Off Target
Cody Mathès Gakpo,Netherlands,100.0,50.7,0.053106464,Blocked,Open Play,Left Foot,Normal,,,,,60,2,3869117,22.68,28.15,Edge of Box,0,0,Blocked
Memphis Depay,Netherlands,98.6,47.0,0.046333984,Saved,Open Play,Right Foot,Normal,True,,,,60,2,3869117,22.52,18.11,Edge of Box,0,1,Saved
Timothy Weah,United States,99.1,51.0,0.04334448,Blocked,Open Play,Left Foot,Normal,,,,,62,2,3869117,23.62,27.76,Edge of Box,0,0,Blocked
Virgil van Dijk,Netherlands,111.8,41.3,0.08036702,Off T,Open Play,Head,Normal,,,,True,70,2,3869117,8.3,9.01,Central (12m),0,0,Off Target
Teun Koopmeiners,Netherlands,94.5,37.8,0.04472613,Saved,Open Play,Left Foot,Normal,,,,,70,2,3869117,25.59,4.93,Edge of Box,0,1,Saved
Memphis Depay,Netherlands,113.1,34.4,0.27671057,Saved,Open Play,Head,Diving Header,,True,,,70,2,3869117,8.89,39.06,Central (12m),0,1,Saved
Giovanni Reyna,United States,98.9,49.9,0.042619057,Off T,Open Play,Left Foot,Normal,,,,,73,2,3869117,23.31,25.14,Edge of Box,0,0,Off Target
Haji Wright,United States,115.2,55.6,0.046546377,Blocked,Open Play,Right Foot,Normal,,,,,74,2,3869117,16.32,72.9,Penalty Area,0,0,Blocked
Haji Wright,United States,115.1,45.2,0.3636808,Goal,Open Play,Right Foot,Normal,True,,,,75,2,3869117,7.14,46.7,Central (12m),1,1,Goal
Steven Bergwijn,Netherlands,109.5,32.8,0.25042096,Off T,Open Play,Right Foot,Normal,True,,,,77,2,3869117,12.73,34.44,Penalty Area,0,0,Off Target
Christian Pulisic,United States,99.5,25.3,0.031073315,Saved,Open Play,Left Foot,Normal,,,,,78,2,3869117,25.23,35.64,Edge of Box,0,1,Saved
Denzel Dumfries,Netherlands,113.5,44.3,0.23592436,Goal,Open Play,Left Foot,Volley,True,,,,80,2,3869117,7.79,33.49,Central (12m),1,1,Goal
Walker Zimmerman,United States,107.2,43.0,0.05674074,Off T,Open Play,Right Foot,Volley,,,,,85,2,3869117,13.15,13.19,Penalty Area,0,0,Off Target
Giovanni Reyna,United States,103.1,51.4,0.043403003,Blocked,Open Play,Left Foot,Normal,,,,,88,2,3869117,20.39,34.0,Edge of Box,0,0,Blocked
Yunus Dimoara Musah,United States,103.9,44.2,0.054460905,Blocked,Open Play,Right Foot,Half Volley,True,,,,93,2,3869117,16.64,14.62,Penalty Area,0,0,Blocked
Haji Wright,United States,111.3,40.2,0.072495155,Wayward,Open Play,Head,Normal,,,,True,94,2,3869117,8.7,1.32,Central (12m),0,0,Off Target
Mathías Olivera Miramontes,Uruguay,98.2,27.8,0.039672486,Off T,Open Play,Left Foot,Normal,,,,,2,1,3857270,24.98,29.23,Edge of Box,0,0,Off Target
William Silva de Carvalho,Portugal,104.9,30.5,0.048683427,Off T,Open Play,Right Foot,Volley,True,,,,2,1,3857270,17.84,32.18,Penalty Area,0,0,Off Target
Bruno Miguel Borges Fernandes,Portugal,90.8,53.9,0.014580331,Off T,Open Play,Right Foot,Normal,,,,,7,1,3857270,32.34,25.46,Long Range,0,0,Off Target
José María Giménez de Vargas,Uruguay,109.4,37.1,0.050594334,Off T,Open Play,Head,Normal,,,,,11,1,3857270,10.99,15.3,Central (12m),0,0,Off Target
João Félix Sequeira,Portugal,101.0,30.9,0.033737455,Blocked,Open Play,Right Foot,Normal,,,,,15,1,3857270,21.07,25.59,Edge of Box,0,0,Blocked
Cristiano Ronaldo dos Santos Aveiro,Portugal,96.0,23.4,0.026755862,Blocked,Free Kick,Right Foot,Normal,,,,,17,1,3857270,29.18,34.67,Edge of Box,0,0,Blocked
Rúben Diogo Da Silva Neves,Portugal,92.4,50.0,0.015326656,Blocked,Open Play,Right Foot,Half Volley,True,,,,19,1,3857270,29.36,19.92,Edge of Box,0,0,Blocked
Rodrigo Bentancur Colmán,Uruguay,106.8,41.3,0.49410823,Saved,Open Play,Right Foot,Normal,,True,,,31,1,3857270,13.26,5.62,Penalty Area,0,1,Saved
Cristiano Ronaldo dos Santos Aveiro,Portugal,99.4,24.7,0.029249214,Blocked,Open Play,Left Foot,Normal,,,,,34,1,3857270,25.66,36.6,Edge of Box,0,0,Blocked
João Félix Sequeira,Portugal,91.6,31.8,0.022321237,Blocked,Open Play,Right Foot,Normal,,,,,34,1,3857270,29.56,16.11,Edge of Box,0,0,Blocked
Rodrigo Bentancur Colmán,Uruguay,108.4,29.5,0.07433986,Wayward,Open Play,Right Foot,Normal,True,,,,35,1,3857270,15.65,42.15,Penalty Area,0,0,Off Target
Bruno Miguel Borges Fernandes,Portugal,93.1,33.0,0.028039778,Blocked,Open Play,Right Foot,Normal,,,,,36,1,3857270,27.8,14.59,Edge of Box,0,0,Blocked
João Félix Sequeira,Portugal,107.9,27.1,0.036293734,Off T,Open Play,Left Foot,Normal,,,,,51,2,3857270,17.69,46.83,Penalty Area,0,0,Off Target
Bruno Miguel Borges Fernandes,Portugal,99.4,14.6,0.0077694156,Goal,Open Play,Right Foot,Normal,,,,,53,2,3857270,32.7,50.96,Long Range,1,1,Goal
Cristiano Ronaldo dos Santos Aveiro,Portugal,84.9,19.1,0.007159395,Wayward,Open Play,Right Foot,Normal,,,,True,56,2,3857270,40.85,30.77,Long Range,0,0,Off Target
Edinson Roberto Cavani Gómez,Uruguay,102.9,39.7,0.07401822,Off T,Open Play,Right Foot,Volley,True,,,,57,2,3857270,17.1,1.01,Penalty Area,0,0,Off Target
Darwin Gabriel Núñez Ribeiro,Uruguay,92.8,43.6,0.03092143,Saved,Open Play,Right Foot,Normal,,,,,59,2,3857270,27.44,7.54,Edge of Box,0,1,Saved
Mathías Olivera Miramontes,Uruguay,108.1,33.8,0.041303303,Blocked,Open Play,Head,Normal,,,,True,64,2,3857270,13.42,27.52,Penalty Area,0,0,Blocked
Maximiliano Gómez González,Uruguay,99.2,43.2,0.047642853,Post,Open Play,Right Foot,Normal,True,,,,74,2,3857270,21.04,8.75,Edge of Box,0,0,Post
Luis Alberto Suárez Díaz,Uruguay,115.6,34.0,0.088375136,Off T,Open Play,Left Foot,Half Volley,,,,,77,2,3857270,7.44,53.75,Central (12m),0,0,Off Target
Giorgian Daniel De Arrascaeta Benedetti,Uruguay,109.3,50.0,0.2560759,Saved,Open Play,Right Foot,Normal,True,,,,78,2,3857270,14.65,43.06,Penalty Area,0,1,Saved
Rafael Alexandre Conceição Leão,Portugal,95.3,49.1,0.026902085,Off T,Open Play,Right Foot,Normal,,,,,82,2,3857270,26.32,20.22,Edge of Box,0,0,Off Target
Federico Santiago Valverde Dipetta,Uruguay,88.2,44.5,0.019629322,Off T,Open Play,Right Foot,Normal,,,,,85,2,3857270,32.12,8.05,Long Range,0,0,Off Target
Bruno Miguel Borges Fernandes,Portugal,108.0,40.0,0.7835,Goal,Penalty,Right Foot,Normal,,,,,92,2,3857270,12.0,0.0,Penalty Area,1,1,Goal
Bruno Miguel Borges Fernandes,Portugal,117.7,50.0,0.032710962,Saved,Open Play,Right Foot,Volley,True,,,,97,2,3857270,10.26,77.05,Central (12m),0,1,Saved
Bruno Miguel Borges Fernandes,Portugal,100.6,35.0,0.100704454,Post,Open Play,Right Foot,Half Volley,,,,,98,2,3857270,20.03,14.45,Edge of Box,0,0,Post
Daniel Olmo Carvajal,Spain,100.5,26.1,0.032144632,Saved to Post,Open Play,Right Foot,Normal,,,,,6,1,3857263,23.95,35.48,Edge of Box,0,0,Saved
Jordi Alba Ramos,Spain,96.6,23.3,0.021667236,Off T,Open Play,Right Foot,Normal,,,,,21,1,3857263,28.75,35.51,Edge of Box,0,0,Off Target
Serge Gnabry,Germany,102.8,56.6,0.028963488,Off T,Open Play,Left Foot,Normal,,,,,24,1,3857263,23.9,43.98,Edge of Box,0,0,Off Target
Ferrán Torres García,Spain,102.8,46.4,0.068952255,Blocked,Open Play,Left Foot,Normal,,,,,25,1,3857263,18.35,20.41,Penalty Area,0,0,Blocked
Antonio Rüdiger,Germany,89.6,25.9,0.0065071667,Off T,Open Play,Right Foot,Normal,,,,,29,1,3857263,33.51,24.88,Long Range,0,0,Off Target
Ferrán Torres García,Spain,109.8,54.6,0.04777013,Blocked,Open Play,Right Foot,Normal,,,,,35,1,3857263,17.81,55.06,Penalty Area,0,0,Blocked
Antonio Rüdiger,Germany,113.7,60.2,0.008851705,Saved,Open Play,Right Foot,Half Volley,,,,,44,1,3857263,21.16,72.68,Edge of Box,0,1,Saved
Joshua Kimmich,Germany,105.8,40.6,0.09558376,Saved,Open Play,Right Foot,Normal,True,,,,55,2,3857263,14.21,2.42,Penalty Area,0,1,Saved
Daniel Olmo Carvajal,Spain,85.8,31.1,0.0118638035,Saved,Open Play,Right Foot,Normal,,,,,58,2,3857263,35.34,14.59,Long Range,0,1,Saved
Álvaro Borja Morata Martín,Spain,113.2,34.3,0.31874228,Goal,Open Play,Right Foot,Normal,True,,,,61,2,3857263,8.87,39.97,Central (12m),1,1,Goal
Leon Goretzka,Germany,96.2,39.7,0.036448006,Blocked,Open Play,Right Foot,Normal,,,,,63,2,3857263,23.8,0.72,Edge of Box,0,0,Blocked
Marco Asensio Willemsen,Spain,101.7,45.4,0.13836038,Off T,Open Play,Left Foot,Normal,True,,,,64,2,3857263,19.08,16.44,Penalty Area,0,0,Off Target
Niclas Füllkrug,Germany,111.2,41.5,0.3730103,Wayward,Open Play,Right Foot,Normal,True,,,,72,2,3857263,8.93,9.67,Central (12m),0,0,Off Target
Jamal Musiala,Germany,110.1,50.1,0.28996226,Saved,Open Play,Right Foot,Normal,True,,,,72,2,3857263,14.14,45.57,Penalty Area,0,1,Saved
Serge Gnabry,Germany,104.9,23.6,0.024480116,Blocked,Open Play,Right Foot,Volley,,,,,72,2,3857263,22.29,47.36,Edge of Box,0,0,Blocked
Niclas Füllkrug,Germany,111.3,42.8,0.065169856,Off T,Open Play,Head,Normal,,,,,73,2,3857263,9.14,17.84,Central (12m),0,0,Off Target
Joshua Kimmich,Germany,98.9,25.7,0.053563386,Blocked,Free Kick,Right Foot,Normal,,,,,80,2,3857263,25.49,34.13,Edge of Box,0,0,Blocked
Niclas Füllkrug,Germany,110.8,51.9,0.16441207,Goal,Open Play,Right Foot,Normal,,True,,,82,2,3857263,15.04,52.29,Penalty Area,1,1,Goal
Aleksandar Mitrović,Serbia,110.4,33.0,0.06545554,Off T,Open Play,Head,Normal,,,,,5,1,3857259,11.88,36.1,Central (12m),0,0,Off Target
Aleksandar Mitrović,Serbia,114.4,54.2,0.016927462,Post,Open Play,Left Foot,Normal,,,,,10,1,3857259,15.26,68.48,Penalty Area,0,0,Post
Filip Kostić,Serbia,108.2,21.4,0.012009094,Off T,Open Play,Left Foot,Normal,,,,,10,1,3857259,22.03,57.61,Edge of Box,0,0,Off Target
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,95.9,33.9,0.046143826,Off T,Open Play,Left Foot,Normal,True,,,,15,1,3857259,24.86,14.2,Edge of Box,0,0,Off Target
Aleksandar Mitrović,Serbia,108.9,38.6,0.063389905,Off T,Open Play,Right Foot,Half Volley,True,,,True,16,1,3857259,11.19,7.19,Central (12m),0,0,Off Target
Pierre Kunde Malong,Cameroon,108.1,60.1,0.009715966,Saved,Open Play,Right Foot,Half Volley,,True,,,18,1,3857259,23.36,59.37,Edge of Box,0,1,Saved
Pierre Kunde Malong,Cameroon,96.8,50.1,0.029523049,Blocked,Open Play,Right Foot,Normal,True,,,,19,1,3857259,25.3,23.53,Edge of Box,0,0,Blocked
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,115.2,33.5,0.09064111,Blocked,Open Play,Head,Normal,,,,,28,1,3857259,8.08,53.56,Central (12m),0,0,Blocked
Jean-Charles Castelletto,Cameroon,118.5,43.2,0.8945071,Goal,Open Play,Right Foot,Volley,True,,True,,28,1,3857259,3.53,64.89,Six Yard Box,1,1,Goal
Pierre Kunde Malong,Cameroon,103.5,53.8,0.0845098,Saved,Open Play,Right Foot,Normal,,,,,42,1,3857259,21.51,39.91,Edge of Box,0,1,Saved
Pierre Kunde Malong,Cameroon,110.5,55.1,0.056867022,Off T,Open Play,Right Foot,Normal,True,,,,42,1,3857259,17.84,57.82,Penalty Area,0,0,Off Target
Strahinja Pavlović,Serbia,110.7,42.8,0.07892812,Goal,Open Play,Head,Normal,,,,,45,1,3857259,9.71,16.76,Central (12m),1,1,Goal
Sergej Milinković-Savić,Serbia,99.6,46.7,0.058657028,Goal,Open Play,Left Foot,Normal,,,,,47,1,3857259,21.47,18.18,Edge of Box,1,1,Goal
Aleksandar Mitrović,Serbia,98.4,45.9,0.08318807,Blocked,Open Play,Right Foot,Normal,,,,,50,1,3857259,22.39,15.28,Edge of Box,0,0,Blocked
Saša Lukić,Serbia,103.0,49.6,0.039666813,Blocked,Open Play,Right Foot,Half Volley,True,,,,51,1,3857259,19.52,29.45,Penalty Area,0,0,Blocked
Aleksandar Mitrović,Serbia,113.6,40.2,0.8974681,Goal,Open Play,Right Foot,Normal,True,,True,,52,2,3857259,6.4,1.79,Central (12m),1,1,Goal
Vincent Paté Aboubakar,Cameroon,106.5,47.6,0.05176351,Blocked,Open Play,Left Foot,Normal,,,,,59,2,3857259,15.49,29.38,Penalty Area,0,0,Blocked
Karl Brillant Toko Ekambi,Cameroon,106.4,24.5,0.02132554,Saved,Open Play,Right Foot,Normal,,,,,61,2,3857259,20.62,48.74,Edge of Box,0,1,Saved
Sergej Milinković-Savić,Serbia,96.4,47.8,0.10917903,Off T,Open Play,Right Foot,Lob,,,,True,62,2,3857259,24.86,18.29,Edge of Box,0,0,Off Target
